Date,Age,Gender,Comorbidities?,Vaccination,Designation,How many hours of work per week in the current situation?,Years of service?,Patients per ICU nurse,Adequate PPE provided?,Was mental health support available?,Received Covid 19 specific training?,Tested for Covid 19?,"If tested , were you positive for Covid 19?",Living with family while working with covid 19 patients?,Personal Burnout [How often are you physically exhausted?],Score,Personal Burnout [How often are you emotionally exhausted?],Score,Personal Burnout [How often do you think: â€œI canâ€™t take it anymore?],Score,Personal Burnout [How often do you feel weak and susceptible to illness?],Score,Personal Burnout [How often do you feel worn out (extremely tired)?],Score,Domain 1,Work-related Burnout [Are you exhausted in the morning at the thought of another day at work?],Score,Work-related Burnout [Do you feel that every working hour is tiring for you?],Score,Work-related Burnout [Do you have enough energy for family and friends during leisure time?],Score,Work-related Burnout [Do you feel that your work is emotionally exhausting?],Score,Work-related Burnout [Does your work frustrate you?],Score,Work-related Burnout [Do you feel burnt out (complete physical or mental exhaustion) because of your work?],Score,Domain 2,Client Related burnout [Do you feel it is hard to work in the current scenario?],Score,Client Related burnout [Does it drain more of your energy to work during the current scenario?],Score,Client Related burnout [Do you find it fruitful while performing your work during the current scenario?],Score,Client Related burnout [Do you feel that you are giving more than what you get back while working in the current scenario?],Score,Client Related burnout [Do you hesitate to work during this current scenario?],Score,Client Related burnout [Do you feel depressed because of the current scenario?],Score,Client Related burnout [Do you feel that your patience is tested while working in the current scenario?],Score,Client Related burnout [Do you feel lock down due to the current scenario has added stress on you?],Score,Client Related burnout [Do you have fear to catch COVID-19 infection while working in the current scenario?],Score,Client Related burnout [Do you have a fear of family members catching infection because of your work exposure?],Score,Client Related burnout [Do you feel welcomed by the community because you are a health care worker and working in the current scenario?],Score,Client Related burnout [Are you thinking of any substance abuse (alcohol/drugs/smoking) during this period of lockdown?],Score,Client Related burnout [Do you have a fear of death while working in the current scenario?],Score,Client Related burnout [Do you feel you are being properly protected by the hospital while working in the current scenario?],Score,Client Related burnout [Do you feel you are being supported by colleagues during the current scenario?],Score,Domain 3,Overall Average
8/3/2023,40,Female,None,both doses,Nurse,48,15,1,Yes,Yes,No,No,No,Yes,Always,100,Always,100,Never,0,Rarely,25,Never,0,45,Strongly agree,100,Agree,75,Strongly agree,0,Strongly agree,100,Strongly agree,100,Strongly agree,100,79,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,0,Agree,75,Undecided,50,Strongly Agree,0,Strongly Agree,0,65,64
8/3/2023,40,Female,None,both doses,Nurse,73,10,1,Yes,Yes,Yes,No,No,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Rarely,25,Sometimes,50,45,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Disagree,25,Disagree,25,Disagree,25,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,45,50
8/3/2023,40,Male,None,both doses,Nurse,60,5,1,Yes,Not Known,No,Yes,No,No,Sometimes,50,Sometimes,50,Often,75,Sometimes,50,Often,75,60,Strongly agree,100,Disagree,25,Agree,25,Agree,75,Undecided,50,Agree,75,58,Agree,75,Agree,75,Agree,25,Disagree,25,Agree,75,Agree,75,Undecided,50,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Disagree,25,Strongly disagree,100,Agree,25,57,58
8/3/2023,40,Female,None,both doses,Nurse,73,5,2,Yes,Yes,No,Yes,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Always,100,Always,100,70,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,50,Agree,75,Agree,75,Disagree,75,Disagree,25,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,25,Agree,25,60,60
8/3/2023,30,Female,Bronchial Asthma,both doses,Nurse,60,5,2,Yes,Yes,Yes,Yes,Yes,Yes,Rarely,25,Rarely,25,Rarely,25,Rarely,25,Rarely,25,25,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Disagree,25,Disagree,25,Disagree,75,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Disagree,75,Disagree,25,Disagree,25,Disagree,75,Disagree,75,38,42
8/3/2023,50,Male,Others,both doses,Doctor,60,15,0,Yes,No,No,Yes,No,Yes,Sometimes,50,Often,75,Sometimes,50,Rarely,25,Rarely,25,45,Disagree,25,Disagree,25,Strongly disagree,100,Disagree,25,Disagree,25,Disagree,25,38,Undecided,50,Agree,75,Agree,25,Agree,75,Disagree,25,Undecided,50,Undecided,50,Undecided,50,Agree,75,Strongly Agree,100,Agree,25,Strongly disagree,0,Disagree,25,Disagree,75,Agree,25,48,45
8/3/2023,30,Female,None,both doses,Nurse,72,5,1,Yes,Yes,No,Yes,No,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Rarely,25,Sometimes,50,45,Agree,75,Undecided,50,Agree,25,Disagree,25,Disagree,25,Disagree,25,38,Disagree,25,Agree,75,Agree,25,Agree,75,Disagree,25,Disagree,25,Agree,75,Agree,75,Disagree,25,Agree,75,Agree,25,Strongly disagree,0,Disagree,25,Disagree,75,Agree,25,43,42
8/3/2023,30,Female,None,both doses,Nurse,48,5,1,Yes,Not Known,No,Yes,No,No,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,Often,75,40,Agree,75,Disagree,25,Agree,25,Disagree,25,Disagree,25,Disagree,25,33,Disagree,25,Agree,75,Agree,25,Agree,75,Disagree,25,Disagree,25,Agree,75,Agree,75,Disagree,25,Agree,75,Agree,25,Strongly disagree,0,Disagree,25,Disagree,75,Agree,25,43,40
8/3/2023,30,Female,None,both doses,Nurse,60,5,1,Yes,No,No,No,N/A,Yes,Sometimes,50,Often,75,Often,75,Rarely,25,Often,75,60,Agree,75,Disagree,25,Disagree,75,Undecided,50,Disagree,25,Disagree,25,46,Disagree,25,Disagree,25,Disagree,75,Agree,75,Undecided,50,Disagree,25,Strongly Agree,100,Agree,75,Disagree,25,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Disagree,25,Strongly disagree,100,Strongly disagree,100,60,57
8/3/2023,30,Female,None,both doses,Nurse,48,5,1,Yes,No,No,Yes,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Often,75,65,Agree,75,Agree,75,Disagree,75,Agree,75,Undecided,50,Disagree,25,63,Disagree,25,Disagree,25,Disagree,75,Agree,75,Undecided,50,Disagree,25,Strongly Agree,100,Agree,75,Disagree,25,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Disagree,25,Strongly disagree,100,Strongly disagree,100,60,62
8/3/2023,30,Female,None,1st dose only,Nurse,60,5,1,Yes,No,No,Yes,No,No,Often,75,Always,100,Always,100,Always,100,Often,75,90,Strongly agree,100,Strongly agree,100,Undecided,50,Strongly agree,100,Strongly agree,100,Strongly agree,100,92,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly Agree,100,Disagree,25,Strongly Agree,100,Strongly Agree,100,Agree,75,Disagree,25,Strongly Agree,100,Disagree,75,Strongly disagree,0,Agree,75,Strongly disagree,100,Agree,25,68,78
8/3/2023,30,Female,None,both doses,Nurse,73,5,0,Yes,Yes,No,No,N/A,No,Rarely,25,Rarely,25,Rarely,25,Rarely,25,Rarely,25,25,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,50,Disagree,25,Disagree,25,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,25,Agree,25,55,48
8/4/2023,30,Female,None,both doses,Doctor,72,5,0,Yes,Yes,Yes,No,No,Yes,Sometimes,50,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,35,Agree,75,Disagree,25,Disagree,75,Agree,75,Disagree,25,Disagree,25,50,Agree,75,Agree,75,Strongly Agree,0,Disagree,25,Strongly disagree,0,Strongly disagree,0,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Agree,25,Strongly Agree,0,35,38
8/5/2023,40,Male,None,both doses,Doctor,73,10,0,No,No,No,Yes,Yes,Yes,Always,100,Always,100,Often,75,Sometimes,50,Sometimes,50,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Strongly Agree,100,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,25,Undecided,50,Strongly Agree,100,Disagree,75,Undecided,50,67,68
8/8/2021,30,Female,None,both doses,Nurse,60,5,1,Yes,No,No,No,N/A,Yes,Always,100,Always,100,Often,75,Sometimes,50,Often,75,80,Agree,75,Agree,75,Disagree,75,Strongly agree,100,Agree,75,Strongly agree,100,83,Agree,75,Strongly Agree,100,Disagree,75,Strongly Agree,100,Agree,75,Strongly Agree,100,Agree,75,Strongly disagree,0,Agree,75,Strongly Agree,100,Agree,25,Strongly disagree,0,Agree,75,Disagree,75,Agree,25,65,72
8/9/2021,40,Female,None,both doses,Nurse,73,15,0,Yes,Yes,No,No,No,Yes,Sometimes,50,Often,75,Never,0,Never,0,Never,0,25,Agree,75,Strongly disagree,0,Strongly agree,0,Disagree,25,Strongly agree,100,Strongly disagree,0,33,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Strongly Agree,100,Agree,75,Strongly disagree,0,Agree,75,Disagree,25,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Strongly disagree,0,Strongly disagree,0,Strongly Agree,0,Strongly Agree,0,32,31
8/9/2021,30,Female,None,both doses,Nurse,48,5,0,Yes,No,No,No,No,No,Always,100,Sometimes,50,Often,75,Often,75,Sometimes,50,70,Agree,75,Agree,75,Disagree,75,Agree,75,Disagree,25,Agree,75,67,Agree,75,Agree,75,Agree,25,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Strongly disagree,0,Agree,75,Undecided,50,Agree,25,57,62
8/9/2021,40,Female,None,both doses,Nurse,73,10,1,Yes,No,No,No,No,No,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,Often,75,40,Agree,75,Disagree,25,Disagree,75,Strongly agree,100,Strongly agree,100,Agree,75,75,Agree,75,Agree,75,Disagree,75,Strongly Agree,100,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Strongly disagree,0,Undecided,50,Strongly Agree,0,67,63
8/9/2021,50,Female,Hypertension,both doses,Nurse,48,15,0,Yes,No,No,No,No,No,Sometimes,50,Sometimes,50,Rarely,25,Often,75,Sometimes,50,50,Strongly agree,100,Undecided,50,Agree,25,Undecided,50,Undecided,50,Agree,75,58,Agree,75,Agree,75,Agree,25,Undecided,50,Agree,75,Undecided,50,Undecided,50,Undecided,50,Agree,75,Undecided,50,Agree,25,Undecided,50,Agree,75,Undecided,50,Undecided,50,55,55
8/9/2021,30,Female,None,both doses,Nurse,48,5,2,Yes,No,Yes,No,No,No,Often,75,Often,75,Often,75,Sometimes,50,Sometimes,50,65,Agree,75,Agree,75,Undecided,50,Undecided,50,Undecided,50,Undecided,50,58,Agree,75,Agree,75,Agree,25,Agree,75,Strongly Agree,100,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,25,Agree,25,63,63
8/9/2021,30,Female,None,both doses,Nurse,73,5,1,Yes,No,No,No,No,Yes,Sometimes,50,Sometimes,50,Rarely,25,Rarely,25,Sometimes,50,40,Undecided,50,Undecided,50,Disagree,75,Undecided,50,Agree,75,Agree,75,63,Agree,75,Agree,75,Undecided,50,Agree,75,Undecided,50,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Undecided,50,Disagree,25,Strongly Agree,100,Undecided,50,Agree,25,62,58
8/9/2021,30,Female,Bronchial Asthma;Others,both doses,Nurse,60,5,2,Yes,No,No,Yes,Yes,No,Always,100,Always,100,Always,100,Always,75,Always,100,95,Agree,75,Strongly disagree,0,Disagree,75,Strongly agree,100,Strongly agree,100,Strongly agree,100,75,Strongly Agree,100,Strongly Agree,100,Strongly disagree,100,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Disagree,25,Strongly Agree,100,Strongly Agree,0,Strongly disagree,100,80,82
8/9/2021,30,Female,None,both doses,Nurse,73,5,0,Yes,No,No,No,N/A,No,Often,75,Often,75,Sometimes,50,Always,100,Always,100,80,Agree,75,Agree,75,Disagree,75,Agree,75,Agree,75,Agree,75,75,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly Agree,100,Agree,75,Disagree,25,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Agree,75,Strongly disagree,100,Agree,25,72,74
8/9/2021,30,Female,None,both doses,Nurse,73,5,0,Yes,No,No,No,N/A,No,Often,75,Often,75,Sometimes,50,Always,100,Always,100,80,Agree,75,Agree,75,Disagree,75,Agree,75,Agree,75,Agree,75,75,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Agree,75,Disagree,25,Strongly Agree,100,Agree,75,Strongly Agree,100,Disagree,50,Strongly disagree,100,Agree,75,Strongly disagree,0,Strongly disagree,100,Agree,25,67,71
8/9/2021,40,Female,None,both doses,Nurse,72,10,2,Yes,No,Yes,No,N/A,No,Often,75,Often,75,Often,75,Often,75,Often,75,75,Agree,75,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,54,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Undecided,50,Agree,75,Undecided,50,Disagree,25,Agree,75,Undecided,50,Agree,75,Undecided,50,Undecided,50,Undecided,50,60,62
8/9/2021,30,Female,None,both doses,Nurse,72,5,2,Yes,No,No,No,N/A,No,Often,75,Always,100,Often,75,Sometimes,50,Often,75,75,Agree,75,Agree,75,Undecided,50,Agree,75,Undecided,50,Undecided,50,63,Strongly Agree,100,Agree,75,Agree,25,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,25,Agree,25,62,64
8/9/2021,30,Female,None,both doses,Nurse,48,5,1,Yes,No,No,No,N/A,No,Often,75,Sometimes,50,Sometimes,50,Often,75,Always,100,70,Agree,75,Undecided,50,Disagree,75,Agree,75,Disagree,25,Undecided,50,58,Disagree,25,Agree,75,Undecided,50,Agree,75,Disagree,25,Disagree,25,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,45,53
8/9/2021,30,Female,None,both doses,Nurse,60,5,0,Yes,No,No,No,N/A,No,Sometimes,50,Sometimes,50,Sometimes,50,Often,75,Always,100,65,Agree,75,Disagree,25,Disagree,75,Agree,75,Agree,75,Undecided,50,63,Undecided,50,Agree,75,Agree,25,Agree,75,Disagree,25,Disagree,25,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,45,53
8/9/2021,30,Female,None,both doses,Nurse,48,5,0,Yes,Yes,Yes,Yes,No,No,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,Rarely,25,30,Disagree,25,Disagree,25,Agree,25,Disagree,25,Disagree,25,Strongly disagree,0,21,Disagree,25,Agree,75,Undecided,50,Agree,75,Disagree,25,Disagree,25,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Disagree,25,Agree,25,Strongly Agree,0,43,36
8/9/2021,30,Female,None,both doses,Nurse,60,5,2,Yes,No,No,No,N/A,No,Always,100,Always,100,Often,75,Always,100,Always,100,95,Agree,75,Strongly agree,100,Disagree,75,Strongly agree,100,Agree,75,Strongly agree,100,88,Agree,75,Strongly Agree,100,Undecided,50,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Agree,75,Strongly Agree,100,Agree,75,Strongly Agree,100,Undecided,50,Undecided,50,Undecided,50,Disagree,75,Disagree,75,78,84
8/9/2021,30,Female,None,both doses,Nurse,60,5,2,Yes,No,No,No,N/A,No,Often,75,Often,75,Often,75,Sometimes,50,Often,75,70,Undecided,50,Agree,75,Strongly disagree,100,Agree,75,Agree,75,Agree,75,75,Agree,75,Agree,75,Undecided,50,Strongly Agree,100,Strongly Agree,100,Agree,75,Agree,75,Undecided,50,Agree,75,Strongly Agree,100,Agree,25,Disagree,25,Agree,75,Strongly disagree,100,Disagree,75,72,72
8/9/2021,30,Female,None,both doses,Nurse,72,5,2,No,No,No,No,N/A,No,Often,75,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,60,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Agree,75,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Undecided,50,Undecided,50,Undecided,50,Disagree,75,Agree,25,68,66
8/9/2021,30,Female,None,both doses,Nurse,72,5,2,Yes,No,No,No,N/A,Yes,Often,75,Sometimes,50,Sometimes,50,Rarely,25,Always,100,60,Agree,75,Agree,75,Disagree,75,Disagree,25,Undecided,50,Agree,75,63,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Agree,75,Agree,75,Strongly Agree,100,Undecided,50,Undecided,50,Disagree,25,Disagree,75,Agree,25,67,64
8/9/2021,30,Female,None,both doses,Nurse,72,5,4,Yes,No,No,No,N/A,Yes,Often,75,Often,75,Often,75,Sometimes,50,Sometimes,50,65,Agree,75,Agree,75,Disagree,75,Agree,75,Undecided,50,Undecided,50,67,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Strongly Agree,100,Disagree,75,Strongly disagree,0,Undecided,50,Undecided,50,Agree,25,60,63
8/9/2021,30,Female,None,both doses,Nurse,72,5,4,Yes,No,No,No,N/A,Yes,Sometimes,50,Often,75,Often,75,Often,75,Sometimes,50,65,Undecided,50,Agree,75,Disagree,75,Disagree,25,Disagree,25,Disagree,25,46,Strongly Agree,100,Strongly Agree,100,Disagree,75,Undecided,50,Agree,75,Undecided,50,Strongly Agree,100,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Disagree,25,Undecided,50,Undecided,50,63,60
8/9/2021,30,Male,None,both doses,Nurse,73,5,2,Yes,Yes,No,No,N/A,Yes,Rarely,25,Rarely,25,Rarely,25,Rarely,25,Never,0,20,Disagree,25,Disagree,25,Agree,25,Disagree,25,Disagree,25,Strongly disagree,0,21,Disagree,25,Undecided,50,Disagree,75,Agree,75,Undecided,50,Strongly disagree,0,Agree,75,Disagree,25,Disagree,25,Agree,75,Disagree,75,Strongly disagree,0,Disagree,25,Strongly Agree,0,Agree,25,40,32
8/9/2021,30,Female,None,both doses,Nurse,60,5,4,Yes,Yes,Yes,No,N/A,No,Sometimes,50,Sometimes,50,Often,75,Sometimes,50,Often,75,60,Agree,75,Agree,75,Strongly agree,0,Disagree,25,Disagree,25,Disagree,25,38,Strongly Agree,100,Agree,75,Strongly Agree,0,Undecided,50,Disagree,25,Agree,75,Strongly disagree,0,Disagree,25,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Agree,75,Disagree,75,Strongly Agree,0,52,50
8/9/2021,30,Female,None,both doses,Nurse,60,5,0,Yes,No,No,No,N/A,No,Sometimes,50,Often,75,Sometimes,50,Rarely,25,Sometimes,50,50,Agree,75,Disagree,25,Disagree,75,Agree,75,Disagree,25,Disagree,25,50,Agree,75,Agree,75,Agree,25,Disagree,25,Disagree,25,Agree,75,Agree,75,Agree,75,Disagree,25,Agree,75,Agree,25,Disagree,25,Disagree,25,Agree,25,Agree,25,45,47
8/9/2021,30,Female,None,both doses,Nurse,73,5,2,Yes,No,No,No,N/A,No,Sometimes,50,Sometimes,50,Often,75,Rarely,25,Rarely,25,45,Undecided,50,Disagree,25,Undecided,50,Disagree,25,Disagree,25,Undecided,50,38,Agree,75,Agree,75,Disagree,75,Strongly Agree,100,Disagree,25,Undecided,50,Strongly Agree,100,Undecided,50,Disagree,25,Strongly Agree,100,Agree,25,Strongly disagree,0,Disagree,25,Disagree,75,Strongly Agree,0,53,48
8/9/2021,30,Female,None,both doses,Physiotherapist,48,5,0,Yes,Yes,No,Yes,No,Yes,Often,75,Rarely,25,Rarely,25,Rarely,25,Sometimes,50,40,Disagree,25,Undecided,50,Undecided,50,Undecided,50,Disagree,25,Disagree,25,38,Agree,75,Agree,75,Agree,25,Agree,75,Undecided,50,Disagree,25,Agree,75,Agree,75,Undecided,50,Agree,75,Disagree,75,Strongly disagree,0,Disagree,25,Strongly disagree,100,Agree,25,55,48
8/9/2021,30,Female,None,both doses,Physiotherapist,73,5,0,Yes,No,No,Yes,No,Yes,Sometimes,50,Often,75,Sometimes,50,Sometimes,50,Always,100,65,Agree,75,Agree,75,Disagree,75,Agree,75,Undecided,50,Agree,75,71,Agree,75,Agree,75,Disagree,75,Strongly Agree,100,Disagree,25,Agree,75,Undecided,50,Disagree,25,Disagree,25,Strongly Agree,100,Disagree,75,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,52,59
8/9/2021,30,Female,None,both doses,Nurse,73,5,1,Yes,Yes,No,No,N/A,No,Often,75,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,60,Disagree,25,Disagree,25,Strongly agree,0,Strongly agree,100,Disagree,25,Disagree,25,33,Strongly Agree,100,Agree,75,Agree,25,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Disagree,25,Disagree,25,Agree,25,Agree,25,55,51
8/9/2021,30,Female,None,both doses,Nurse,72,5,2,Yes,No,No,No,No,No,Always,100,Always,100,Always,100,Always,100,Always,100,100,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Disagree,25,Agree,75,Disagree,75,Undecided,50,63,71
8/9/2021,30,Female,None,both doses,Physiotherapist,72,5,0,Yes,No,No,Yes,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Strongly agree,100,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,71,Agree,75,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Undecided,50,Strongly disagree,100,Undecided,50,72,67
8/9/2021,30,Male,None,both doses,Nurse,48,5,1,Yes,No,No,Yes,No,No,Often,75,Often,75,Often,75,Often,75,Often,75,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Agree,75,Strongly Agree,100,Strongly Agree,0,Strongly Agree,100,Disagree,25,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Agree,75,Agree,25,Undecided,50,Undecided,50,Disagree,75,Agree,25,53,61
8/9/2021,50,Male,None,both doses,Nurse,73,16,0,Yes,Yes,No,No,N/A,Yes,Never,0,Never,0,Never,0,Never,0,Never,0,0,Strongly disagree,0,Strongly disagree,0,Agree,25,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,4,Strongly disagree,0,Strongly disagree,0,Agree,25,Disagree,25,Strongly disagree,0,Strongly disagree,0,Disagree,25,Strongly disagree,0,Strongly disagree,0,Disagree,25,Agree,25,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,13,9
8/9/2021,30,Female,None,both doses,Nurse,60,5,1,Yes,Not Known,No,Yes,No,Yes,Always,100,Sometimes,50,Sometimes,50,Sometimes,50,Often,75,65,Agree,75,Agree,75,Disagree,75,Agree,75,Undecided,50,Agree,75,71,Strongly Agree,100,Strongly Agree,100,Agree,25,Agree,75,Strongly Agree,100,Strongly Agree,100,Disagree,25,Disagree,25,Agree,75,Strongly Agree,100,Disagree,75,Disagree,25,Agree,75,Agree,25,Strongly Agree,0,62,64
8/9/2021,30,Female,None,both doses,Nurse,73,10,0,Yes,No,No,Yes,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Often,75,Sometimes,50,55,Agree,75,Disagree,25,Disagree,75,Agree,75,Agree,75,Agree,75,67,Strongly Agree,100,Agree,75,Disagree,75,Strongly Agree,100,Agree,75,Agree,75,Strongly Agree,100,Agree,75,Agree,75,Strongly Agree,100,Disagree,75,Disagree,25,Disagree,25,Disagree,75,Disagree,75,75,69
8/9/2021,30,Female,None,both doses,Nurse,48,5,0,Yes,No,No,No,N/A,No,Sometimes,50,Often,75,Sometimes,50,Sometimes,50,Often,75,60,Undecided,50,Agree,75,Undecided,50,Disagree,25,Undecided,50,Agree,75,54,Agree,75,Undecided,50,Agree,25,Undecided,50,Disagree,25,Undecided,50,Agree,75,Undecided,50,Disagree,25,Undecided,50,Agree,25,Disagree,25,Undecided,50,Disagree,75,Undecided,50,47,51
8/9/2021,30,Female,None,both doses,Nurse,73,5,1,Yes,Yes,Yes,Yes,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Rarely,25,Often,75,50,Undecided,50,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,67,Agree,75,Agree,75,Strongly Agree,0,Undecided,50,Agree,75,Agree,75,Undecided,50,Disagree,25,Disagree,25,Strongly Agree,100,Strongly Agree,0,Agree,75,Agree,75,Agree,25,Agree,25,50,54
8/9/2021,30,Female,None,both doses,Nurse,73,5,1,Yes,Yes,No,Yes,No,No,Sometimes,50,Sometimes,50,Rarely,25,Rarely,25,Sometimes,50,40,Agree,75,Undecided,50,Agree,25,Undecided,50,Undecided,50,Undecided,50,50,Undecided,50,Agree,75,Agree,25,Undecided,50,Undecided,50,Disagree,25,Undecided,50,Agree,75,Agree,75,Agree,75,Undecided,50,Strongly disagree,0,Disagree,25,Undecided,50,Agree,25,47,46
8/9/2021,30,Female,None,both doses,Nurse,73,5,2,Yes,Yes,No,Yes,No,No,Sometimes,50,Sometimes,50,Often,75,Sometimes,50,Often,75,60,Agree,75,Agree,75,Undecided,50,Agree,75,Disagree,25,Disagree,25,54,Agree,75,Agree,75,Undecided,50,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,75,Undecided,50,Agree,75,Undecided,50,Strongly disagree,0,Disagree,25,Agree,75,Strongly Agree,0,53,55
8/9/2021,30,Female,None,both doses,Nurse,73,5,1,Yes,Yes,No,Yes,No,No,Rarely,25,Rarely,25,Sometimes,50,Sometimes,50,Sometimes,50,40,Undecided,50,Agree,75,Agree,25,Agree,75,Undecided,50,Agree,75,58,Undecided,50,Agree,75,Agree,25,Agree,75,Undecided,50,Undecided,50,Disagree,25,Undecided,50,Agree,75,Strongly Agree,100,Agree,25,Strongly disagree,0,Disagree,25,Undecided,50,Agree,25,47,48
8/9/2021,60,Female,None,both doses,Nurse,73,16,1,Yes,No,No,Yes,No,No,Never,0,Never,0,Sometimes,50,Never,0,Rarely,25,15,Disagree,25,Strongly disagree,0,Strongly disagree,100,Disagree,25,Undecided,50,Agree,75,46,Strongly disagree,0,Disagree,25,Disagree,75,Strongly disagree,0,Disagree,25,Disagree,25,Agree,75,Strongly disagree,0,Strongly disagree,0,Disagree,25,Strongly disagree,100,Disagree,25,Disagree,25,Disagree,25,Disagree,75,33,33
